timestamp,evento,ação,usuario,cod1,descricao_rede,cod2,nat_policy,porta_saida,porta_entrada,ip_origem,ip_destino,porta_origem,porta_destino,protocolo,flag
2025-03-06 10:27:09,Session Log,Allowed,usuario@pmg.local,224.89,ACESSO INTERNET REDE DE ACESSO,81,Custom SNAT,Port8.27,Port23,172.24.131.133,172.27.213.244,33530,443.0,TCP,1
2025-03-06 10:28:06,Firewall Rule,Allowed,vazio@pmg.local,219.17,REDE CONVIDADO,149,Redirecionamento SNAT,Port47.50,Port49,192.168.233.20,10.150.188.165,27965,8443.0,ICMP,0
2025-03-06 10:27:28,Session Log,Allowed,guest@pmg.local,184.23,REDE CONVIDADO,204,Default SNAT IPv4,Port35.77,Port12,10.6.179.134,172.22.234.117,2931,80.0,TCP,0
2025-03-06 10:28:12,Allowed Access,Allowed,scanner@iot.local,55.8,REDE CONVIDADO,292,SNAT Alternativo,Port22.94,Port24,192.168.247.145,172.23.217.191,16223,3389.0,ICMP,1
2025-03-06 10:27:29,Firewall Rule,Allowed,scanner@iot.local,31.05,TRÁFEGO INTERNO,131,Custom SNAT,Port17.76,Port41,172.28.137.236,10.166.241.52,8880,8443.0,TCP,0
2025-03-06 10:28:57,Firewall Rule,Allowed,usuario@pmg.local,36.18,ACESSO INTERNET REDE DE ACESSO,95,Custom SNAT,Port25.98,Port39,172.23.176.138,10.2.25.151,15957,8080.0,TCP,1
2025-03-06 10:27:31,Firewall Rule,Allowed,admin@pmg.local,35.71,ACESSO À REDE WI-FI,150,Default SNAT IPv4,Port43.45,Port25,172.23.63.182,10.110.6.228,19242,13524.0,UDP,1
2025-03-06 10:28:14,Firewall Rule,Allowed,scanner@iot.local,41.45,REDE CONVIDADO,184,Default SNAT IPv4,Port45.29,Port50,172.19.205.187,10.69.126.99,29922,3389.0,ICMP,1
2025-03-06 10:28:31,Session Log,Allowed,scanner@iot.local,210.68,REDE CONVIDADO,161,SNAT Alternativo,Port40.66,Port16,10.65.188.167,172.21.201.34,64841,3389.0,UDP,1
2025-03-06 10:28:38,Firewall Rule,Allowed,scanner@iot.local,45.49,ACESSO À REDE WI-FI,255,Custom SNAT,Port36.5,Port49,10.159.95.112,10.179.203.135,32923,110.0,UDP,0
2025-03-06 10:27:24,Session Log,Allowed,admin@pmg.local,140.2,VPN CORPORATIVA,62,Default SNAT IPv4,Port7.9,Port13,10.236.245.204,192.168.254.177,31632,3306.0,TCP,1
2025-03-06 10:27:53,Session Log,Allowed,vazio@pmg.local,137.91,ACESSO À REDE WI-FI,170,Default SNAT IPv4,Port2.81,Port6,172.29.197.243,10.107.45.31,17677,3306.0,ICMP,0
2025-03-06 10:28:34,Allowed Access,Allowed,usuario@pmg.local,19.98,TRÁFEGO INTERNO,194,SNAT Alternativo,Port6.88,Port20,10.1.162.166,192.168.156.0,42316,25.0,TCP,0
2025-03-06 10:27:50,Firewall Rule,Allowed,usuario@pmg.local,33.63,REDE EDUCACIONAL,212,SNAT Alternativo,Port7.87,Port21,172.23.113.35,10.110.238.130,62209,443.0,UDP,1
2025-03-06 10:28:54,Allowed Access,Allowed,scanner@iot.local,158.43,TRÁFEGO INTERNO,147,Redirecionamento SNAT,Port7.58,Port2,172.24.50.83,10.3.113.208,14818,3389.0,UDP,1
2025-03-06 10:28:29,Allowed Access,Allowed,usuario@pmg.local,214.65,TRÁFEGO INTERNO,258,Custom SNAT,Port31.23,Port45,10.82.164.194,192.168.14.122,12709,8443.0,ICMP,0
2025-03-06 10:27:46,Session Log,Allowed,vazio@pmg.local,156.37,TRÁFEGO INTERNO,299,SNAT Alternativo,Port13.28,Port16,172.28.69.129,172.27.247.75,7597,80.0,UDP,1
2025-03-06 10:27:19,Allowed Access,Allowed,vazio@pmg.local,49.58,ACESSO INTERNET REDE DE ACESSO,256,Redirecionamento SNAT,Port38.41,Port13,192.168.162.54,10.31.11.38,63770,80.0,UDP,0
2025-03-06 10:27:12,Allowed Access,Allowed,usuario@pmg.local,215.53,REDE EDUCACIONAL,218,Default SNAT IPv4,Port5.5,Port39,192.168.91.228,10.125.197.201,53376,110.0,ICMP,1
2025-03-06 10:27:06,Session Log,Allowed,scanner@iot.local,222.08,ACESSO INTERNET REDE DE ACESSO,54,Redirecionamento SNAT,Port38.33,Port15,172.27.226.122,10.119.38.131,26524,110.0,ICMP,1
2025-03-06 10:28:11,Allowed Access,Allowed,guest@pmg.local,72.96,REDE CONVIDADO,241,Redirecionamento SNAT,Port5.84,Port13,10.233.63.55,10.112.169.109,26366,16516.0,UDP,1
2025-03-06 10:27:49,Firewall Rule,Allowed,admin@pmg.local,218.67,REDE EDUCACIONAL,104,Redirecionamento SNAT,Port20.39,Port7,172.28.247.220,192.168.165.90,38571,443.0,TCP,0
2025-03-06 10:28:50,Session Log,Allowed,vazio@pmg.local,220.19,REDE EDUCACIONAL,58,Default SNAT IPv4,Port11.36,Port24,172.21.100.128,172.21.12.187,40518,3306.0,UDP,1
2025-03-06 10:28:55,Allowed Access,Allowed,admin@pmg.local,18.81,VPN CORPORATIVA,139,Custom SNAT,Port33.20,Port27,172.26.241.65,172.25.7.134,13272,143.0,ICMP,1
2025-03-06 10:27:50,Session Log,Allowed,usuario@pmg.local,45.07,ACESSO INTERNET REDE DE ACESSO,262,SNAT Alternativo,Port50.34,Port40,10.83.27.167,172.28.61.230,12753,3306.0,UDP,1
2025-03-06 10:27:04,Firewall Rule,Allowed,guest@pmg.local,13.81,VPN CORPORATIVA,221,Custom SNAT,Port15.7,Port31,10.36.228.40,192.168.112.87,55186,3389.0,UDP,0
2025-03-06 10:28:03,Session Log,Accepted,admin@pmg.local,171.21,REDE EDUCACIONAL,145,Default SNAT IPv4,Port29.45,Port44,172.17.145.144,172.26.206.80,45005,8443.0,TCP,0
2025-03-06 10:27:29,Allowed Access,Allowed,scanner@iot.local,15.35,VPN CORPORATIVA,118,SNAT Alternativo,Port17.23,Port37,192.168.137.159,10.93.239.251,28869,110.0,UDP,1
2025-03-06 10:28:59,Allowed Access,Allowed,scanner@iot.local,123.21,ACESSO INTERNET REDE DE ACESSO,278,Custom SNAT,Port24.61,Port17,10.172.42.147,192.168.156.0,55820,3306.0,ICMP,0
2025-03-06 10:28:17,Firewall Rule,Allowed,usuario@pmg.local,82.29,REDE CONVIDADO,85,Custom SNAT,Port2.1,Port8,172.31.86.109,10.58.242.176,61022,25.0,TCP,1
2025-03-06 10:28:51,Allowed Access,Allowed,scanner@iot.local,53.15,ACESSO À REDE WI-FI,185,Default SNAT IPv4,Port47.53,Port23,10.76.225.52,172.22.161.30,63147,80.0,UDP,0
2025-03-06 10:28:53,Session Log,Allowed,vazio@pmg.local,243.79,REDE CONVIDADO,278,Custom SNAT,Port33.30,Port8,172.28.111.126,10.251.247.110,7442,80.0,ICMP,1
2025-03-06 10:28:02,Firewall Rule,Allowed,vazio@pmg.local,44.09,VPN CORPORATIVA,230,Custom SNAT,Port15.58,Port49,192.168.28.105,10.132.233.55,16902,3306.0,TCP,0
2025-03-06 10:28:36,Allowed Access,Allowed,usuario@pmg.local,165.57,ACESSO À REDE WI-FI,250,Custom SNAT,Port41.12,Port17,172.31.73.86,10.226.120.70,1688,80.0,UDP,1
2025-03-06 10:27:30,Firewall Rule,Allowed,admin@pmg.local,82.55,REDE CONVIDADO,134,Default SNAT IPv4,Port9.18,Port36,10.101.126.111,10.69.249.170,43430,8443.0,UDP,0
2025-03-06 10:27:20,Firewall Rule,Allowed,scanner@iot.local,188.78,ACESSO INTERNET REDE DE ACESSO,175,SNAT Alternativo,Port37.70,Port18,192.168.211.178,192.168.195.84,42604,3306.0,UDP,0
2025-03-06 10:28:57,Allowed Access,Allowed,scanner@iot.local,245.78,REDE CONVIDADO,149,Redirecionamento SNAT,Port9.30,Port1,192.168.151.130,192.168.43.18,38058,143.0,TCP,1
2025-03-06 10:27:00,Firewall Rule,Allowed,admin@pmg.local,155.0,ACESSO À REDE WI-FI,90,Redirecionamento SNAT,Port1.66,Port23,172.22.207.171,172.23.114.97,40023,40740.0,ICMP,0
2025-03-06 10:28:44,Session Log,Allowed,usuario@pmg.local,34.88,TRÁFEGO INTERNO,159,SNAT Alternativo,Port15.93,Port17,10.74.178.146,10.107.45.31,11128,22.0,TCP,1
2025-03-06 10:28:00,Allowed Access,Allowed,guest@pmg.local,138.73,VPN CORPORATIVA,180,SNAT Alternativo,Port16.42,Port32,10.243.249.230,172.21.49.188,17425,3389.0,ICMP,1
2025-03-06 10:27:34,Firewall Rule,Allowed,guest@pmg.local,129.0,VPN CORPORATIVA,136,Default SNAT IPv4,Port37.72,Port48,10.179.2.113,10.84.227.64,32704,3389.0,ICMP,1
2025-03-06 10:27:52,Firewall Rule,Allowed,vazio@pmg.local,214.79,REDE EDUCACIONAL,159,Custom SNAT,Port33.21,Port14,10.142.172.210,10.221.194.142,13804,143.0,UDP,1
2025-03-06 10:27:39,Firewall Rule,Allowed,usuario@pmg.local,167.45,VPN CORPORATIVA,131,Custom SNAT,Port36.29,Port14,10.83.191.34,172.17.48.156,12631,80.0,TCP,0
2025-03-06 10:28:37,Session Log,Allowed,admin@pmg.local,82.8,ACESSO INTERNET REDE DE ACESSO,131,Custom SNAT,Port9.2,Port42,10.187.53.178,10.25.53.240,17991,110.0,ICMP,1
2025-03-06 10:28:25,Session Log,Allowed,scanner@iot.local,210.23,REDE EDUCACIONAL,148,Redirecionamento SNAT,Port32.82,Port2,172.27.226.122,172.23.115.189,56218,18230.0,TCP,1
2025-03-06 10:28:04,Allowed Access,Allowed,vazio@pmg.local,165.37,REDE CONVIDADO,166,Custom SNAT,Port3.14,Port32,172.16.5.120,10.36.204.176,60055,110.0,UDP,1
2025-03-06 10:28:42,Session Log,Allowed,admin@pmg.local,167.72,REDE CONVIDADO,68,Custom SNAT,Port11.50,Port41,192.168.20.63,10.45.197.154,60936,9353.0,ICMP,1
2025-03-06 10:27:49,Firewall Rule,Allowed,scanner@iot.local,189.85,REDE CONVIDADO,147,SNAT Alternativo,Port10.38,Port2,10.83.191.34,172.18.52.52,3663,3306.0,ICMP,0
2025-03-06 10:28:53,Allowed Access,Allowed,vazio@pmg.local,60.97,TRÁFEGO INTERNO,255,Redirecionamento SNAT,Port9.49,Port27,172.27.62.138,10.255.130.210,31015,110.0,UDP,0
2025-03-06 10:28:05,Allowed Access,Allowed,scanner@iot.local,118.1,ACESSO À REDE WI-FI,292,Default SNAT IPv4,Port16.65,Port7,172.20.180.231,192.168.223.243,43169,29147.0,UDP,1
2025-03-06 10:28:45,Allowed Access,Allowed,vazio@pmg.local,124.28,REDE CONVIDADO,202,Custom SNAT,Port48.37,Port42,10.229.62.195,172.26.71.180,41454,22.0,TCP,0
2025-03-06 10:28:44,Session Log,Allowed,admin@pmg.local,234.64,VPN CORPORATIVA,183,SNAT Alternativo,Port1.17,Port34,192.168.126.168,172.28.128.243,15225,143.0,TCP,0
2025-03-06 10:27:31,Firewall Rule,Allowed,guest@pmg.local,73.86,REDE EDUCACIONAL,100,SNAT Alternativo,Port47.94,Port35,172.31.34.161,192.168.232.208,52747,80.0,UDP,1
2025-03-06 10:27:01,Firewall Rule,Allowed,admin@pmg.local,30.04,ACESSO À REDE WI-FI,123,Custom SNAT,Port33.58,Port23,192.168.167.206,192.168.123.88,19108,143.0,UDP,0
2025-03-06 10:28:52,Allowed Access,Allowed,scanner@iot.local,79.03,ACESSO INTERNET REDE DE ACESSO,91,SNAT Alternativo,Port23.27,Port24,10.81.193.173,10.90.82.105,24801,143.0,TCP,1
2025-03-06 10:28:20,Firewall Rule,Allowed,vazio@pmg.local,248.81,TRÁFEGO INTERNO,133,Redirecionamento SNAT,Port29.62,Port21,172.24.75.203,172.25.164.131,41603,443.0,TCP,0
2025-03-06 10:27:31,Firewall Rule,Allowed,admin@pmg.local,106.22,VPN CORPORATIVA,203,SNAT Alternativo,Port15.66,Port46,192.168.114.189,192.168.244.98,20909,22.0,TCP,1
2025-03-06 10:28:09,Allowed Access,Allowed,vazio@pmg.local,77.96,VPN CORPORATIVA,183,Custom SNAT,Port36.62,Port39,10.57.138.219,10.9.204.134,61534,443.0,TCP,1
2025-03-06 10:27:07,Session Log,Allowed,guest@pmg.local,47.72,TRÁFEGO INTERNO,210,Custom SNAT,Port38.13,Port40,192.168.31.202,172.30.189.187,32133,22.0,ICMP,0
2025-03-06 10:28:15,Firewall Rule,Allowed,vazio@pmg.local,247.11,ACESSO À REDE WI-FI,249,SNAT Alternativo,Port47.15,Port22,172.25.238.229,172.27.213.244,46521,80.0,ICMP,1
2025-03-06 10:27:28,Allowed Access,Allowed,admin@pmg.local,142.15,ACESSO À REDE WI-FI,92,Custom SNAT,Port8.73,Port22,10.207.3.193,192.168.144.195,23069,443.0,TCP,0
2025-03-06 10:27:01,Allowed Access,Allowed,usuario@pmg.local,66.49,REDE CONVIDADO,66,SNAT Alternativo,Port39.34,Port6,172.20.190.83,172.18.191.157,25384,3389.0,ICMP,0
2025-03-06 10:27:10,Firewall Rule,Allowed,admin@pmg.local,94.5,ACESSO INTERNET REDE DE ACESSO,210,Custom SNAT,Port18.57,Port23,172.30.12.10,192.168.20.151,49744,13270.0,TCP,0
2025-03-06 10:28:28,Allowed Access,Allowed,scanner@iot.local,233.86,REDE CONVIDADO,105,Default SNAT IPv4,Port12.90,Port40,172.25.21.142,172.28.121.176,57783,8080.0,TCP,1
2025-03-06 10:27:22,Firewall Rule,Allowed,vazio@pmg.local,29.24,REDE EDUCACIONAL,222,Redirecionamento SNAT,Port31.57,Port43,172.19.93.188,10.25.53.240,25304,143.0,ICMP,1
2025-03-06 10:28:00,Firewall Rule,Accepted,vazio@pmg.local,141.1,TRÁFEGO INTERNO,230,SNAT Alternativo,Port40.47,Port7,10.211.1.208,172.25.105.85,8041,80.0,UDP,0
2025-03-06 10:27:09,Firewall Rule,Allowed,guest@pmg.local,71.1,ACESSO INTERNET REDE DE ACESSO,86,Default SNAT IPv4,Port33.60,Port6,192.168.142.210,172.22.217.209,29809,25.0,ICMP,0
2025-03-06 10:27:17,Session Log,Allowed,vazio@pmg.local,132.2,REDE CONVIDADO,104,Custom SNAT,Port31.19,Port37,172.17.205.167,10.170.21.70,44301,80.0,UDP,0
2025-03-06 10:27:19,Session Log,Allowed,guest@pmg.local,54.91,VPN CORPORATIVA,300,Custom SNAT,Port26.93,Port19,172.23.233.198,172.26.206.80,28930,25.0,ICMP,0
2025-03-06 10:27:39,Firewall Rule,Allowed,vazio@pmg.local,118.0,REDE EDUCACIONAL,167,SNAT Alternativo,Port17.60,Port35,10.13.74.150,192.168.247.4,9894,143.0,UDP,0
2025-03-06 10:28:24,Firewall Rule,Allowed,usuario@pmg.local,248.98,ACESSO INTERNET REDE DE ACESSO,235,Redirecionamento SNAT,Port36.46,Port36,192.168.96.30,192.168.166.184,2122,80.0,UDP,0
2025-03-06 10:27:33,Firewall Rule,Allowed,scanner@iot.local,229.18,VPN CORPORATIVA,176,Redirecionamento SNAT,Port36.31,Port28,192.168.237.213,192.168.43.158,19080,3306.0,UDP,0
2025-03-06 10:28:49,Firewall Rule,Allowed,scanner@iot.local,159.1,ACESSO INTERNET REDE DE ACESSO,181,Redirecionamento SNAT,Port35.44,Port10,172.29.62.121,172.21.253.135,2553,3306.0,UDP,1
2025-03-06 10:27:54,Session Log,Allowed,usuario@pmg.local,45.14,ACESSO À REDE WI-FI,126,SNAT Alternativo,Port49.1,Port37,192.168.92.165,172.20.88.220,55926,25.0,TCP,1
2025-03-06 10:28:39,Session Log,Allowed,usuario@pmg.local,96.01,ACESSO INTERNET REDE DE ACESSO,88,Redirecionamento SNAT,Port43.31,Port5,10.146.150.58,10.142.128.85,24431,443.0,UDP,0
2025-03-06 10:28:32,Firewall Rule,Allowed,scanner@iot.local,27.96,REDE EDUCACIONAL,128,Custom SNAT,Port49.94,Port5,172.16.130.45,172.30.189.187,62362,443.0,ICMP,1
2025-03-06 10:28:58,Allowed Access,Allowed,usuario@pmg.local,12.52,ACESSO INTERNET REDE DE ACESSO,127,Custom SNAT,Port16.49,Port36,10.146.9.232,10.65.103.4,28976,40622.0,ICMP,1
2025-03-06 10:28:00,Session Log,Accepted,usuario@pmg.local,154.53,ACESSO INTERNET REDE DE ACESSO,63,SNAT Alternativo,Port21.4,Port31,172.16.41.180,172.23.217.191,38315,22.0,TCP,0
2025-03-06 10:27:02,Allowed Access,Allowed,usuario@pmg.local,38.46,REDE EDUCACIONAL,184,Custom SNAT,Port27.59,Port45,192.168.207.19,172.24.132.21,25217,8443.0,ICMP,0
2025-03-06 10:28:04,Allowed Access,Allowed,guest@pmg.local,88.43,REDE EDUCACIONAL,244,Default SNAT IPv4,Port45.28,Port34,10.149.247.127,172.22.234.117,5302,49143.0,TCP,1
2025-03-06 10:28:05,Session Log,Allowed,scanner@iot.local,155.94,REDE EDUCACIONAL,225,Default SNAT IPv4,Port7.3,Port42,192.168.228.168,192.168.70.122,39137,3306.0,UDP,1
2025-03-06 10:28:10,Allowed Access,Allowed,admin@pmg.local,220.67,VPN CORPORATIVA,95,SNAT Alternativo,Port22.84,Port36,172.16.91.196,10.128.109.164,44497,44015.0,UDP,1
2025-03-06 10:28:51,Firewall Rule,Allowed,vazio@pmg.local,182.5,TRÁFEGO INTERNO,104,Default SNAT IPv4,Port19.44,Port31,10.174.214.24,192.168.97.114,47050,25.0,TCP,1
2025-03-06 10:28:48,Allowed Access,Allowed,admin@pmg.local,95.7,REDE CONVIDADO,105,Custom SNAT,Port5.51,Port40,172.20.190.83,10.123.99.88,29553,443.0,ICMP,1
2025-03-06 10:28:45,Firewall Rule,Allowed,usuario@pmg.local,137.75,VPN CORPORATIVA,130,Custom SNAT,Port39.53,Port21,10.63.44.86,172.17.42.67,56552,25.0,TCP,0
2025-03-06 10:27:36,Firewall Rule,Allowed,admin@pmg.local,174.23,REDE EDUCACIONAL,84,Custom SNAT,Port47.3,Port34,172.31.140.144,172.25.105.85,7789,80.0,UDP,0
2025-03-06 10:27:10,Firewall Rule,Allowed,admin@pmg.local,67.1,REDE EDUCACIONAL,239,SNAT Alternativo,Port29.15,Port33,192.168.40.203,172.29.149.11,50696,8080.0,UDP,1
2025-03-06 10:27:30,Allowed Access,Allowed,vazio@pmg.local,32.54,VPN CORPORATIVA,251,Default SNAT IPv4,Port14.37,Port16,10.51.14.163,192.168.65.204,15464,80.0,UDP,1
2025-03-06 10:27:09,Allowed Access,Allowed,usuario@pmg.local,118.23,ACESSO INTERNET REDE DE ACESSO,167,Redirecionamento SNAT,Port37.3,Port25,192.168.186.119,10.142.86.127,9153,3306.0,UDP,0
2025-03-06 10:27:22,Session Log,Allowed,usuario@pmg.local,160.48,REDE CONVIDADO,237,Redirecionamento SNAT,Port26.72,Port29,10.23.166.146,192.168.169.194,46926,27012.0,ICMP,1
2025-03-06 10:27:54,Session Log,Allowed,vazio@pmg.local,142.8,ACESSO INTERNET REDE DE ACESSO,97,SNAT Alternativo,Port40.42,Port10,10.230.237.32,192.168.195.84,35044,8443.0,UDP,0
2025-03-06 10:27:57,Firewall Rule,Allowed,guest@pmg.local,117.32,REDE CONVIDADO,191,Redirecionamento SNAT,Port24.34,Port27,10.27.88.11,10.221.113.87,59316,80.0,ICMP,1
2025-03-06 10:27:03,Session Log,Allowed,vazio@pmg.local,85.78,REDE EDUCACIONAL,102,SNAT Alternativo,Port25.8,Port29,192.168.201.54,10.248.222.40,40299,11333.0,UDP,1
2025-03-06 10:27:53,Firewall Rule,Allowed,scanner@iot.local,216.76,REDE CONVIDADO,75,SNAT Alternativo,Port22.8,Port9,192.168.37.213,192.168.212.190,34129,443.0,UDP,1
2025-03-06 10:27:16,Session Log,Allowed,vazio@pmg.local,85.84,ACESSO INTERNET REDE DE ACESSO,90,Redirecionamento SNAT,Port38.91,Port20,10.125.213.184,192.168.145.252,46347,14510.0,ICMP,0
2025-03-06 10:27:30,Firewall Rule,Allowed,usuario@pmg.local,29.67,ACESSO INTERNET REDE DE ACESSO,293,SNAT Alternativo,Port20.39,Port36,172.24.105.248,172.28.65.246,64181,443.0,UDP,1
2025-03-06 10:28:43,Session Log,Allowed,admin@pmg.local,79.15,TRÁFEGO INTERNO,266,Custom SNAT,Port37.52,Port42,192.168.112.110,10.203.27.43,41351,110.0,UDP,0
2025-03-06 10:27:09,Allowed Access,Allowed,admin@pmg.local,239.18,ACESSO INTERNET REDE DE ACESSO,145,Custom SNAT,Port30.46,Port39,10.52.179.179,192.168.203.33,62829,110.0,UDP,0
2025-03-06 10:28:47,Session Log,Allowed,guest@pmg.local,167.02,ACESSO À REDE WI-FI,287,Custom SNAT,Port43.94,Port10,10.213.40.233,192.168.157.239,32909,3306.0,ICMP,0
2025-03-06 10:28:33,Firewall Rule,Allowed,scanner@iot.local,199.94,REDE EDUCACIONAL,118,Redirecionamento SNAT,Port12.26,Port5,172.29.161.85,192.168.69.122,62838,443.0,TCP,0
2025-03-06 10:28:03,Session Log,Allowed,guest@pmg.local,130.11,TRÁFEGO INTERNO,296,Redirecionamento SNAT,Port19.95,Port44,172.22.68.252,172.17.184.72,64261,80.0,UDP,0
2025-03-06 10:28:14,Session Log,Allowed,admin@pmg.local,71.96,TRÁFEGO INTERNO,140,Custom SNAT,Port4.49,Port28,10.87.237.23,172.21.228.222,49384,38003.0,UDP,1
2025-03-06 10:27:12,Session Log,Allowed,usuario@pmg.local,114.47,ACESSO INTERNET REDE DE ACESSO,276,SNAT Alternativo,Port24.11,Port48,192.168.96.30,192.168.225.214,48206,25.0,ICMP,1
2025-03-06 10:28:21,Session Log,Allowed,scanner@iot.local,206.44,REDE CONVIDADO,80,SNAT Alternativo,Port41.46,Port28,172.18.198.125,172.29.166.248,54985,8443.0,ICMP,1
2025-03-06 10:28:24,Firewall Rule,Allowed,guest@pmg.local,36.97,REDE EDUCACIONAL,185,Redirecionamento SNAT,Port17.34,Port4,192.168.76.23,10.158.245.88,42566,110.0,UDP,0
2025-03-06 10:28:31,Firewall Rule,Allowed,admin@pmg.local,79.38,VPN CORPORATIVA,218,Custom SNAT,Port35.75,Port27,172.25.146.171,192.168.203.26,17181,3306.0,UDP,0
2025-03-06 10:27:56,Session Log,Allowed,guest@pmg.local,196.02,REDE CONVIDADO,68,Custom SNAT,Port28.95,Port16,10.143.241.35,172.22.107.111,16254,443.0,ICMP,1
2025-03-06 10:27:11,Allowed Access,Allowed,vazio@pmg.local,249.93,REDE EDUCACIONAL,160,Redirecionamento SNAT,Port21.18,Port24,172.23.176.138,192.168.247.4,40304,25.0,UDP,0
2025-03-06 10:28:38,Session Log,Allowed,guest@pmg.local,76.29,VPN CORPORATIVA,92,Default SNAT IPv4,Port50.71,Port13,172.28.105.116,192.168.33.19,19902,3389.0,ICMP,1
2025-03-06 10:28:16,Allowed Access,Allowed,admin@pmg.local,35.38,TRÁFEGO INTERNO,80,Default SNAT IPv4,Port39.83,Port48,192.168.230.1,172.21.217.118,28492,80.0,ICMP,1
2025-03-06 10:27:48,Allowed Access,Accepted,scanner@iot.local,63.84,REDE EDUCACIONAL,273,SNAT Alternativo,Port22.51,Port29,10.127.66.237,10.67.29.210,29099,110.0,UDP,0
2025-03-06 10:28:08,Session Log,Allowed,guest@pmg.local,151.52,REDE EDUCACIONAL,65,Custom SNAT,Port49.95,Port8,192.168.97.92,172.29.149.11,49321,143.0,ICMP,0
2025-03-06 10:28:38,Session Log,Accepted,vazio@pmg.local,90.61,ACESSO À REDE WI-FI,280,Redirecionamento SNAT,Port18.13,Port29,192.168.105.199,10.44.206.213,23807,22.0,ICMP,1
2025-03-06 10:28:34,Allowed Access,Allowed,vazio@pmg.local,116.39,ACESSO INTERNET REDE DE ACESSO,289,SNAT Alternativo,Port22.62,Port43,172.29.88.77,10.3.101.33,50754,3389.0,TCP,0
2025-03-06 10:28:29,Firewall Rule,Allowed,admin@pmg.local,239.16,REDE CONVIDADO,150,SNAT Alternativo,Port27.31,Port1,10.92.155.162,172.21.123.167,29380,143.0,UDP,1
2025-03-06 10:27:46,Session Log,Allowed,scanner@iot.local,97.7,VPN CORPORATIVA,121,Custom SNAT,Port46.48,Port40,10.123.137.189,172.30.250.154,6286,25.0,ICMP,1
2025-03-06 10:28:19,Firewall Rule,Allowed,admin@pmg.local,103.46,ACESSO À REDE WI-FI,58,Redirecionamento SNAT,Port48.72,Port2,172.29.23.86,10.88.37.6,44928,110.0,ICMP,1
2025-03-06 10:28:06,Allowed Access,Allowed,usuario@pmg.local,239.58,ACESSO INTERNET REDE DE ACESSO,153,SNAT Alternativo,Port18.40,Port12,192.168.237.213,172.19.14.117,62829,3306.0,TCP,1
2025-03-06 10:28:23,Allowed Access,Allowed,scanner@iot.local,167.23,REDE EDUCACIONAL,198,Default SNAT IPv4,Port41.45,Port40,192.168.160.102,10.3.113.208,43309,25.0,UDP,0
2025-03-06 10:28:10,Allowed Access,Allowed,guest@pmg.local,218.99,ACESSO À REDE WI-FI,266,Redirecionamento SNAT,Port47.73,Port44,192.168.56.178,172.22.126.236,26543,110.0,TCP,1
2025-03-06 10:28:16,Firewall Rule,Allowed,vazio@pmg.local,236.58,ACESSO À REDE WI-FI,137,Custom SNAT,Port7.22,Port45,10.95.99.232,172.20.16.52,43128,110.0,TCP,0
2025-03-06 10:28:09,Firewall Rule,Allowed,usuario@pmg.local,218.59,TRÁFEGO INTERNO,277,Redirecionamento SNAT,Port34.9,Port48,10.207.157.252,172.19.14.117,64854,18284.0,TCP,0
2025-03-06 10:27:36,Allowed Access,Allowed,scanner@iot.local,84.67,REDE EDUCACIONAL,161,Redirecionamento SNAT,Port20.38,Port3,172.23.38.132,10.193.181.181,30927,110.0,ICMP,0
2025-03-06 10:28:23,Allowed Access,Allowed,usuario@pmg.local,115.04,TRÁFEGO INTERNO,299,Custom SNAT,Port25.83,Port8,172.29.89.183,172.18.136.232,38686,22.0,TCP,1
2025-03-06 10:28:49,Firewall Rule,Allowed,guest@pmg.local,18.95,REDE CONVIDADO,148,Custom SNAT,Port19.28,Port24,192.168.101.220,192.168.83.132,21175,143.0,TCP,0
2025-03-06 10:28:16,Allowed Access,Allowed,vazio@pmg.local,23.2,REDE CONVIDADO,195,Custom SNAT,Port21.50,Port5,172.19.139.43,192.168.222.155,55858,80.0,TCP,1
2025-03-06 10:27:52,Session Log,Allowed,admin@pmg.local,159.26,TRÁFEGO INTERNO,104,Default SNAT IPv4,Port17.83,Port3,192.168.108.149,10.154.138.110,44401,3389.0,ICMP,0
2025-03-06 10:27:45,Session Log,Allowed,guest@pmg.local,150.44,REDE EDUCACIONAL,107,Redirecionamento SNAT,Port15.60,Port13,172.26.25.100,10.149.66.240,53849,8443.0,UDP,1
2025-03-06 10:27:21,Firewall Rule,Allowed,admin@pmg.local,71.44,ACESSO INTERNET REDE DE ACESSO,194,Default SNAT IPv4,Port38.22,Port42,192.168.69.230,10.5.53.235,35470,80.0,ICMP,1
2025-03-06 10:27:25,Session Log,Allowed,usuario@pmg.local,150.53,REDE CONVIDADO,185,Default SNAT IPv4,Port24.84,Port2,10.24.97.80,10.146.107.17,39219,3389.0,UDP,0
2025-03-06 10:27:41,Session Log,Allowed,admin@pmg.local,54.89,REDE EDUCACIONAL,52,Custom SNAT,Port24.18,Port34,172.16.135.221,172.16.57.221,46458,80.0,TCP,0
2025-03-06 10:27:52,Firewall Rule,Allowed,admin@pmg.local,118.23,VPN CORPORATIVA,74,Default SNAT IPv4,Port14.86,Port21,172.21.184.117,172.29.149.11,15549,443.0,ICMP,1
2025-03-06 10:27:37,Allowed Access,Allowed,guest@pmg.local,77.57,VPN CORPORATIVA,102,SNAT Alternativo,Port12.82,Port1,192.168.43.207,192.168.91.76,20910,143.0,UDP,1
