IP de Origem;Qtd_Conexoes;Tempo_Segundos;Diversidade_IP_Destino;Requisicoes_por_Segundo;Qtd_Portas_Solicitadas;IP de Origem Num;Blacklist
177070531;3;34728;3;8.638562543192812e-05;3;177070531;0
177110863;2;2698;2;0.0007412898443291327;2;177110863;0
177138785;1;0;1;0.0;1;177138785;0
177141757;1;0;1;0.0;1;177141757;0
177152975;3;22773;2;0.00013173494928204451;3;177152975;0
177155520;3;29396;2;0.00010205470131990747;3;177155520;0
177158850;1;0;1;0.0;1;177158850;0
177160530;6;38434;5;0.00015611177603163865;6;177160530;0
177201951;3;32566;2;9.212061659399374e-05;3;177201951;0
177232603;5;20792;4;0.00024047710657945363;5;177232603;0
177269349;2;18637;2;0.00010731340881043087;2;177269349;0
177304779;2;36422;2;5.491186645434078e-05;2;177304779;0
177340787;1;0;1;0.0;1;177340787;0
177378124;5;32938;2;0.00015180035217681706;5;177378124;0
177382039;2;7105;2;0.00028149190710767064;2;177382039;0
177424997;1;0;1;0.0;1;177424997;0
177437302;3;20625;3;0.00014545454545454546;3;177437302;0
177441892;3;28487;3;0.00010531119457998385;3;177441892;0
177444537;2;7773;2;0.00025730091341824265;2;177444537;0
177467155;2;18877;2;0.0001059490385124755;2;177467155;0
177476803;2;8872;2;0.0002254283137962128;2;177476803;0
177481943;2;29621;1;6.751966510246109e-05;2;177481943;0
177498067;1;0;1;0.0;1;177498067;0
177540137;4;23838;3;0.00016779931202282072;4;177540137;0
177549555;2;10696;2;0.00018698578908002991;2;177549555;0
177568156;2;27685;2;7.224128589488893e-05;2;177568156;0
177666747;3;33839;2;8.865510210112592e-05;3;177666747;0
177689977;3;7242;3;0.00041425020712510354;3;177689977;0
177698503;5;31526;4;0.00015859925141153335;5;177698503;0
177723706;1;0;1;0.0;1;177723706;0
177766730;3;38510;3;7.790184367696702e-05;3;177766730;0
177794723;2;12120;1;0.00016501650165016502;2;177794723;0
177800528;3;20942;3;0.00014325279342947188;3;177800528;0
177804050;4;37594;3;0.00010639995744001702;4;177804050;0
177837842;2;3945;2;0.0005069708491761723;2;177837842;0
177866869;2;6976;2;0.00028669724770642203;2;177866869;0
177895808;2;10600;2;0.00018867924528301886;2;177895808;0
177907277;4;40237;4;9.941098988493178e-05;4;177907277;0
177918373;3;8108;3;0.00037000493339911197;3;177918373;0
177941404;3;9126;1;0.0003287310979618672;3;177941404;0
177955369;3;6942;2;0.000432152117545376;3;177955369;0
177973963;4;11103;2;0.00036026299198414844;4;177973963;0
177992442;4;35369;4;0.00011309338686420312;4;177992442;0
178014728;4;19415;2;0.00020602626834921454;4;178014728;0
178018064;2;14425;2;0.00013864818024263433;2;178018064;0
178065560;3;10967;3;0.0002735479164767028;3;178065560;0
178078750;1;0;1;0.0;1;178078750;0
178078824;4;25168;4;0.0001589319771137953;4;178078824;0
178092636;1;0;1;0.0;1;178092636;0
178122127;1;0;1;0.0;1;178122127;0
178152228;1;0;1;0.0;1;178152228;0
178160178;4;31310;3;0.00012775471095496647;4;178160178;0
178197935;2;572;2;0.0034965034965034965;2;178197935;0
178199487;4;20420;4;0.0001958863858961802;4;178199487;0
178214485;6;30470;4;0.00019691499835904167;6;178214485;0
178215554;6;20973;5;0.00028608210556429694;6;178215554;0
178226745;2;4199;1;0.0004763038818766373;2;178226745;0
178282496;1;0;1;0.0;1;178282496;0
178289382;4;17619;1;0.0002270276406152449;4;178289382;0
178292687;4;25744;2;0.00015537600994406463;4;178292687;0
178319990;3;19662;3;0.00015257857796765334;3;178319990;0
178321870;1;0;1;0.0;1;178321870;0
178332992;3;13549;3;0.00022141855487489852;3;178332992;0
178357083;5;36422;5;0.00013727966613585196;5;178357083;0
178362573;2;4098;2;0.0004880429477794046;2;178362573;0
178369157;4;36458;3;0.00010971528882549784;4;178369157;0
178444308;2;11183;1;0.0001788428865241885;2;178444308;0
178450665;2;9639;2;0.00020749040356883493;2;178450665;0
178451564;2;15734;1;0.00012711325791280032;2;178451564;0
178497478;5;35861;2;0.00013942723292713533;5;178497478;0
178519798;5;27115;3;0.00018439977872026554;5;178519798;0
178522172;4;41655;3;9.602688752850798e-05;4;178522172;0
178540742;4;32094;4;0.00012463388795413472;4;178540742;0
178541110;2;14839;2;0.00013477997169620594;2;178541110;0
178559247;3;30296;3;9.902297332981252e-05;3;178559247;0
178586812;1;0;1;0.0;1;178586812;0
178589323;2;12719;1;0.00015724506643604056;2;178589323;0
178614541;6;36607;6;0.00016390307864616057;6;178614541;0
178615921;4;28566;4;0.00014002660505496044;4;178615921;0
178641948;5;28081;4;0.00017805633702503473;5;178641948;0
178647324;4;11430;3;0.00034995625546806647;4;178647324;0
178648815;5;25080;4;0.00019936204146730463;5;178648815;0
178658843;3;25475;3;0.00011776251226692835;3;178658843;0
178669229;3;9860;3;0.00030425963488843813;3;178669229;0
178671793;2;5713;2;0.00035007876772273763;2;178671793;0
178675423;3;35181;3;8.527330092947898e-05;3;178675423;0
178686115;2;4126;2;0.0004847309743092584;2;178686115;0
178712962;5;36356;5;0.00013752888106502366;5;178712962;0
178714940;3;4445;2;0.0006749156355455568;3;178714940;0
178736758;5;40100;3;0.00012468827930174563;5;178736758;0
178745167;3;11943;1;0.00025119316754584274;3;178745167;0
178787652;2;6369;1;0.0003140210394096404;2;178787652;0
178794326;5;19628;5;0.00025473812920317915;5;178794326;0
178794369;4;18400;3;0.0002173913043478261;4;178794369;0
178797151;3;14763;3;0.000203210729526519;3;178797151;0
178810384;6;34114;5;0.00017588087002403706;6;178810384;0
178845120;6;20862;6;0.0002876042565429968;6;178845120;0
178903859;1;0;1;0.0;1;178903859;0
178921510;6;35052;4;0.00017117425539198904;6;178921510;0
178962565;3;20646;2;0.00014530659691950015;3;178962565;0
178966148;2;10872;2;0.0001839587932303164;2;178966148;0
178973156;6;42847;6;0.00014003314117674517;6;178973156;0
178979863;3;30404;3;9.867122747006972e-05;3;178979863;0
178980993;5;20501;5;0.00024389054192478415;5;178980993;0
179011606;2;6924;2;0.00028885037550548814;2;179011606;0
179026620;3;26235;2;0.00011435105774728416;3;179026620;0
179047031;5;34281;3;0.00014585338817420728;5;179047031;0
179103422;4;23387;2;0.0001710351904904434;4;179103422;0
179116534;4;33779;3;0.00011841676781432251;4;179116534;0
179123514;2;21869;2;9.1453655859893e-05;2;179123514;0
179145025;2;36653;1;5.456579270455352e-05;2;179145025;0
179148834;4;23444;3;0.00017061934823408976;4;179148834;0
179162794;2;17220;1;0.00011614401858304297;2;179162794;0
179172938;2;33053;2;6.050887967809276e-05;2;179172938;0
179211024;2;31927;2;6.264290412503524e-05;2;179211024;0
179238407;3;33893;2;8.85138524179034e-05;3;179238407;0
179241107;1;0;1;0.0;1;179241107;0
179243034;1;0;1;0.0;1;179243034;0
179244966;4;39659;4;0.00010085983005118636;4;179244966;0
179247007;2;6126;2;0.000326477309826967;2;179247007;0
179268795;4;41655;4;9.602688752850798e-05;4;179268795;0
179303638;1;0;1;0.0;1;179303638;0
179303718;4;21593;3;0.00018524521835780114;4;179303718;0
179304125;1;0;1;0.0;1;179304125;0
179348507;3;24539;3;0.00012225437059374872;3;179348507;0
179425561;3;14293;2;0.0002098929545931575;3;179425561;0
179452269;3;29125;2;0.00010300429184549356;3;179452269;0
179460204;5;35805;2;0.00013964530093562352;5;179460204;0
179474591;2;15364;2;0.00013017443374121324;2;179474591;0
179501170;4;25558;4;0.0001565067689177557;4;179501170;0
179510092;5;28933;3;0.00017281305084159955;5;179510092;0
179517023;1;0;1;0.0;1;179517023;0
179518634;5;37739;5;0.000132488937173746;5;179518634;0
179532735;3;24819;3;0.00012087513598452798;3;179532735;0
179552006;1;0;1;0.0;1;179552006;0
179574700;1;0;1;0.0;1;179574700;0
179619219;2;22528;2;8.87784090909091e-05;2;179619219;0
179634478;3;12346;1;0.00024299368216426374;3;179634478;0
179683383;7;31927;4;0.00021925016443762334;7;179683383;0
179690962;2;13889;2;0.00014399884800921593;2;179690962;0
179708194;3;24321;1;0.00012335019119279634;3;179708194;0
179709344;2;23422;2;8.538980445734779e-05;2;179709344;0
179711890;5;20224;1;0.00024723101265822786;5;179711890;0
179765465;3;28335;3;0.00010587612493382742;3;179765465;0
179775686;1;0;1;0.0;1;179775686;0
179810221;5;24000;4;0.00020833333333333335;5;179810221;0
179820910;4;33621;3;0.00011897326075964427;4;179820910;0
179841441;5;31212;4;0.00016019479687299755;5;179841441;0
179848918;3;12531;3;0.00023940627244433804;3;179848918;0
179861867;4;34085;3;0.00011735367463693707;4;179861867;0
179867016;3;8898;2;0.00033715441672285906;3;179867016;0
179869626;3;12132;3;0.0002472799208704253;3;179869626;0
179875257;4;20954;4;0.0001908943399828195;4;179875257;0
179901659;2;18536;1;0.00010789814415192059;2;179901659;0
179902983;2;14003;2;0.00014282653717060629;2;179902983;0
179934996;8;38652;5;0.0002069750595053296;8;179934996;0
179976155;4;21000;4;0.00019047619047619048;4;179976155;0
179989001;3;35910;3;8.35421888053467e-05;3;179989001;0
180048142;4;32792;4;0.00012198097096852891;4;180048142;0
180074552;1;0;1;0.0;1;180074552;0
180088305;3;6567;3;0.00045682960255824577;3;180088305;0
180121129;5;28311;3;0.00017660979831161033;5;180121129;0
180142368;2;272;2;0.007352941176470588;2;180142368;0
180164070;1;0;1;0.0;1;180164070;0
180164162;5;25157;3;0.00019875183845450572;5;180164162;0
180168799;6;28981;5;0.0002070321935060902;6;180168799;0
180183073;3;31612;3;9.49006706314058e-05;3;180183073;0
180214753;4;9923;3;0.0004031039000302328;4;180214753;0
180222983;3;29581;2;0.00010141644974814916;3;180222983;0
180231600;2;4182;1;0.00047824007651841227;2;180231600;0
180260619;6;30171;2;0.00019886646117132345;6;180260619;0
180266374;3;39170;3;7.658922644881286e-05;3;180266374;0
180290178;6;22512;1;0.00026652452025586353;6;180290178;0
180309948;3;18178;2;0.00016503465727802838;3;180309948;0
180320400;3;8689;3;0.00034526412705719877;3;180320400;0
180323228;4;19668;4;0.0002033760423022168;4;180323228;0
180365228;3;28445;3;0.00010546669010370892;3;180365228;0
180394689;4;19824;4;0.00020177562550443906;4;180394689;0
180408338;2;6459;2;0.0003096454559529339;2;180408338;0
180433616;2;3420;2;0.0005847953216374269;2;180433616;0
180466852;4;14083;4;0.00028403039125186397;4;180466852;0
180469352;3;20507;1;0.0001462915102160238;3;180469352;0
180533919;2;1652;1;0.0012106537530266344;2;180533919;0
180537518;3;30311;3;9.897396984593052e-05;3;180537518;0
180561863;1;0;1;0.0;1;180561863;0
180579836;2;10928;2;0.00018301610541727673;2;180579836;0
180595829;4;17748;4;0.000225377507324769;4;180595829;0
180671253;1;0;1;0.0;1;180671253;0
180685990;4;14474;3;0.0002763576067431256;4;180685990;0
180712520;3;20786;3;0.00014432791301837776;3;180712520;0
180724045;4;19072;3;0.00020973154362416107;4;180724045;0
180727366;4;33677;3;0.00011877542536449208;4;180727366;0
180739845;3;12838;3;0.0002336812587630472;3;180739845;0
180742971;3;25115;1;0.00011945052757316345;3;180742971;0
180747940;6;32301;1;0.0001857527630723507;6;180747940;0
180770120;3;30094;3;9.968764537781618e-05;3;180770120;0
180791139;2;6732;2;0.00029708853238265005;2;180791139;0
180825877;5;38528;3;0.00012977574750830566;5;180825877;0
180840482;3;22872;2;0.00013116474291710389;3;180840482;0
180849864;3;8663;3;0.0003463003578437031;3;180849864;0
180851102;5;9931;3;0.0005034739703957305;5;180851102;0
180859384;5;37017;2;0.00013507307453332253;5;180859384;0
180914754;4;25130;3;0.00015917230401910068;4;180914754;0
180956188;2;13205;1;0.00015145778114350624;2;180956188;0
180977788;4;17407;3;0.0002297926121675188;4;180977788;0
180980745;2;31156;2;6.419309282321222e-05;2;180980745;0
181004608;1;0;1;0.0;1;181004608;0
181019615;2;24592;2;8.132726089785297e-05;2;181019615;0
181031015;4;40534;3;9.868258745744314e-05;4;181031015;0
181032977;2;18199;2;0.00010989614814000769;2;181032977;0
181037474;6;33381;4;0.00017974296755639437;6;181037474;0
181039094;3;31756;3;9.447033631439728e-05;3;181039094;0
181045042;5;39091;4;0.00012790667928679235;5;181045042;0
181094409;1;0;1;0.0;1;181094409;0
181095929;2;17681;2;0.00011311577399468356;2;181095929;0
181139287;4;40623;3;9.846638603746645e-05;4;181139287;0
181153750;4;31957;4;0.00012516819476171104;4;181153750;0
181156271;4;34444;2;0.00011613053071652537;4;181156271;0
181165287;4;29075;1;0.00013757523645743767;4;181165287;0
181172743;1;0;1;0.0;1;181172743;0
181183720;1;0;1;0.0;1;181183720;0
181192800;6;24187;3;0.0002480671435068425;6;181192800;0
181214007;3;13392;2;0.00022401433691756272;3;181214007;0
181248600;4;15993;1;0.00025010942287250675;4;181248600;0
181255025;4;30056;1;0.00013308490817141337;4;181255025;0
181314292;3;20440;3;0.00014677103718199608;3;181314292;0
181315142;3;31817;3;9.428921645661124e-05;3;181315142;0
181333401;4;22246;4;0.00017980760586172796;4;181333401;0
181340815;3;34844;3;8.60980369647572e-05;3;181340815;0
181347932;4;24217;2;0.00016517322542015939;4;181347932;0
181364515;3;36013;2;8.33032516035876e-05;3;181364515;0
181387986;1;0;1;0.0;1;181387986;0
181392740;4;25366;3;0.0001576913979342427;4;181392740;0
181415772;3;6795;3;0.0004415011037527594;3;181415772;0
181432628;7;31765;5;0.0002203683299228711;7;181432628;0
181441930;6;31932;6;0.00018789928598271326;6;181441930;0
181443393;4;37310;2;0.00010720986330742428;4;181443393;0
181464856;3;9455;2;0.00031729243786356425;3;181464856;0
181472200;6;15657;5;0.0003832151753209427;6;181472200;0
181475195;4;5763;4;0.0006940829429116779;4;181475195;0
181509585;2;8463;2;0.00023632281696797826;2;181509585;0
181568998;1;0;1;0.0;1;181568998;0
181600915;1;0;1;0.0;1;181600915;0
181602411;5;12320;4;0.00040584415584415587;5;181602411;0
181670231;4;9730;1;0.00041109969167523125;4;181670231;0
181704054;2;13269;1;0.00015072725902479464;2;181704054;0
181709575;2;1617;1;0.0012368583797155227;2;181709575;0
181716658;6;14127;4;0.00042471862391165854;6;181716658;0
181717749;4;25130;3;0.00015917230401910068;4;181717749;0
181738806;5;19693;3;0.00025389732392220584;5;181738806;0
181765966;8;33871;7;0.00023619025124737975;8;181765966;0
181787835;3;18328;3;0.00016368398079441291;3;181787835;0
181793988;2;13875;2;0.00014414414414414415;2;181793988;0
181805237;6;28090;5;0.0002135991456034176;6;181805237;0
181813391;7;27985;5;0.0002501340003573343;7;181813391;0
181819649;3;19696;1;0.00015231519090170594;3;181819649;0
181876135;2;13134;2;0.00015227653418608191;2;181876135;0
181885524;5;13106;3;0.0003815046543567831;5;181885524;0
181887464;2;12088;2;0.00016545334215751158;2;181887464;0
181902816;2;25467;2;7.853300349471865e-05;2;181902816;0
181954403;2;19387;1;0.00010316191262186001;2;181954403;0
181957734;3;39536;3;7.588021044111695e-05;3;181957734;0
181961041;3;31421;3;9.547754686356258e-05;3;181961041;0
181962886;1;0;1;0.0;1;181962886;0
181964604;3;10130;3;0.00029615004935834154;3;181964604;0
181975513;3;23286;3;0.00012883277505797475;3;181975513;0
181975549;1;0;1;0.0;1;181975549;0
181982032;4;15710;2;0.0002546148949713558;4;181982032;0
181992222;4;24888;2;0.0001607200257152041;4;181992222;0
182006610;5;14245;4;0.000351000351000351;5;182006610;0
182011110;2;22504;2;8.887308922858158e-05;2;182011110;0
182016056;3;29303;2;0.00010237859604818619;3;182016056;0
182041869;3;8801;2;0.0003408703556414044;3;182041869;0
182093643;4;39213;1;0.00010200698747864228;4;182093643;0
182127542;2;20272;2;9.865824782951855e-05;2;182127542;0
182150318;3;15764;2;0.00019030702867292565;3;182150318;0
182180066;3;9294;3;0.00032278889606197545;3;182180066;0
182221595;2;9282;1;0.00021547080370609782;2;182221595;0
182240368;5;15819;2;0.0003160756052847841;5;182240368;0
182278244;4;10368;2;0.00038580246913580245;4;182278244;0
182299462;2;8358;2;0.00023929169657812874;2;182299462;0
182314030;7;38717;3;0.0001807991321641656;7;182314030;0
182325195;5;35642;4;0.0001402839346838;5;182325195;0
182337881;7;35549;6;0.0001969113055219556;7;182337881;0
182353639;4;36131;3;0.00011070825606819628;4;182353639;0
182357603;5;33975;2;0.00014716703458425313;5;182357603;0
182371960;3;34132;2;8.789405836165475e-05;3;182371960;0
182379986;3;16012;1;0.00018735948038970773;3;182379986;0
182422988;5;29784;3;0.00016787536932581253;5;182422988;0
182439804;1;0;1;0.0;1;182439804;0
182445599;2;28784;2;6.948304613674263e-05;2;182445599;0
182446134;3;34087;2;8.801009182386247e-05;3;182446134;0
182475931;2;26121;2;7.656674706175108e-05;2;182475931;0
182476153;5;21874;5;0.00022858187802870988;5;182476153;0
182510238;9;32914;4;0.00027343987361001397;9;182510238;0
182570625;6;39292;4;0.00015270284027282908;6;182570625;0
182590965;1;0;1;0.0;1;182590965;0
182601348;4;30181;2;0.00013253371326331134;4;182601348;0
182610085;3;19559;1;0.00015338207474819776;3;182610085;0
182618381;5;39376;4;0.00012698090207232833;5;182618381;0
182638064;4;31389;4;0.00012743317722769122;4;182638064;0
182650210;2;1811;1;0.0011043622308117063;2;182650210;0
182660222;4;14786;2;0.00027052617340727714;4;182660222;0
182662191;2;25944;2;7.70891150169596e-05;2;182662191;0
182681952;3;28342;2;0.00010584997530167243;3;182681952;0
182733189;5;28723;5;0.00017407652403996797;5;182733189;0
182773453;4;36117;3;0.00011075116980923111;4;182773453;0
182786265;3;9727;2;0.0003084198622391282;3;182786265;0
182790797;3;30472;2;9.845103701758992e-05;3;182790797;0
182798090;2;803;2;0.0024906600249066002;2;182798090;0
182803824;1;0;1;0.0;1;182803824;0
182847278;4;32705;3;0.00012230545788105795;4;182847278;0
182851516;2;23879;2;8.37556011558273e-05;2;182851516;0
182853796;1;0;1;0.0;1;182853796;0
182856292;2;30700;2;6.514657980456026e-05;2;182856292;0
182898788;3;19836;3;0.00015124016938898973;3;182898788;0
182903291;5;29066;5;0.00017202229408931396;5;182903291;0
182903800;2;16941;2;0.00011805678531373591;2;182903800;0
182914610;1;0;1;0.0;1;182914610;0
182926627;2;4925;2;0.0004060913705583756;2;182926627;0
182935902;3;9168;2;0.0003272251308900524;3;182935902;0
182948361;2;29841;2;6.702188264468349e-05;2;182948361;0
182969820;4;33648;2;0.00011887779362815027;4;182969820;0
182977873;2;23576;2;8.483203257550051e-05;2;182977873;0
182996584;1;0;1;0.0;1;182996584;0
183006434;3;16606;3;0.0001806575936408527;3;183006434;0
183010625;6;38724;6;0.0001549426712116517;6;183010625;0
183013444;6;36964;3;0.0001623200952277892;6;183013444;0
183023613;3;12441;2;0.00024113817217265494;3;183023613;0
183031265;5;29639;2;0.00016869664968453726;5;183031265;0
183054505;1;0;1;0.0;1;183054505;0
183054995;3;18546;3;0.00016175994823681658;3;183054995;0
183085033;4;25706;4;0.00015560569516844317;4;183085033;0
183105173;2;21394;1;9.348415443582313e-05;2;183105173;0
183147466;3;35425;2;8.468595624558927e-05;3;183147466;0
183152338;1;0;1;0.0;1;183152338;0
183171565;4;29479;3;0.00013568981308728246;4;183171565;0
183184662;4;25597;3;0.0001562683126928937;4;183184662;0
183192696;3;7111;2;0.00042188159189987344;3;183192696;0
183233429;3;14373;2;0.0002087246921310791;3;183233429;0
183255562;1;0;1;0.0;1;183255562;0
183268680;4;11453;3;0.00034925347070636516;4;183268680;0
183278398;3;12378;2;0.0002423654871546292;3;183278398;0
183316518;4;13000;4;0.0003076923076923077;4;183316518;0
183323735;3;7072;3;0.0004242081447963801;3;183323735;0
183342516;2;1959;1;0.0010209290454313426;2;183342516;0
183418979;5;22678;4;0.00022047799629596967;5;183418979;0
183445949;3;26200;2;0.00011450381679389313;3;183445949;0
183478527;3;8511;3;0.00035248501938667606;3;183478527;0
183484445;1;0;1;0.0;1;183484445;0
183505885;7;36569;4;0.0001914189614154065;7;183505885;0
183525682;1;0;1;0.0;1;183525682;0
183543134;2;1079;2;0.0018535681186283596;2;183543134;0
183556241;3;32144;3;9.333001493280239e-05;3;183556241;0
183559249;1;0;1;0.0;1;183559249;0
183589643;4;32369;3;0.000123575025487349;4;183589643;0
183608612;6;33186;3;0.0001807991321641656;6;183608612;0
183643125;6;36511;6;0.00016433403631782202;6;183643125;0
183650201;2;6027;2;0.0003318400530944085;2;183650201;0
183650611;2;18952;2;0.00010552975939214858;2;183650611;0
183677396;3;20194;2;0.00014855897791423196;3;183677396;0
183685292;3;31936;3;9.3937875751503e-05;3;183685292;0
183705920;2;8519;2;0.00023476933912431035;2;183705920;0
183733567;6;25739;4;0.0002331092894051828;6;183733567;0
183776473;1;0;1;0.0;1;183776473;0
183778614;2;23632;2;8.463100880162491e-05;2;183778614;0
183784992;3;35379;3;8.479606546256254e-05;3;183784992;0
183831037;3;32854;3;9.131308212089853e-05;3;183831037;0
183834940;1;0;1;0.0;1;183834940;0
183854795;3;15868;2;0.0001890597428787497;3;183854795;0
183860092;1;0;1;0.0;1;183860092;0
183865002;4;31162;3;0.00012836146588794044;4;183865002;0
183874529;4;33666;4;0.00011881423394522664;4;183874529;0
183937189;6;30228;3;0.0001984914648670107;6;183937189;0
183941133;3;16385;3;0.000183094293561184;3;183941133;0
184014148;5;27177;3;0.00018397909997424294;5;184014148;0
184016110;6;17859;3;0.0003359650596337981;6;184016110;0
184020480;4;10979;3;0.0003643319063667001;4;184020480;0
184045814;4;27998;3;0.00014286734766769056;4;184045814;0
184099431;4;34178;3;0.0001170343495816022;4;184099431;0
184100544;1;0;1;0.0;1;184100544;0
184109531;2;9776;2;0.00020458265139116204;2;184109531;0
184138049;4;15932;4;0.00025106703489831785;4;184138049;0
184153663;3;19227;2;0.00015603058199407084;3;184153663;0
184187375;3;29552;3;0.00010151597184623715;3;184187375;0
184200961;3;23232;2;0.00012913223140495868;3;184200961;0
184226405;1;0;1;0.0;1;184226405;0
184226450;3;19608;2;0.0001529987760097919;3;184226450;0
184245379;3;20938;2;0.00014328016047377974;3;184245379;0
184261343;2;9491;2;0.00021072595090085343;2;184261343;0
184263078;4;31025;3;0.00012892828364222402;4;184263078;0
184273750;2;6992;2;0.0002860411899313501;2;184273750;0
184279330;2;465;2;0.004301075268817204;2;184279330;0
184326512;4;25653;4;0.0001559271820060032;4;184326512;0
184343308;2;16641;2;0.00012018508503094766;2;184343308;0
184396646;2;8123;2;0.0002462144527883787;2;184396646;0
184418607;3;25334;3;0.00011841793637009553;3;184418607;0
184425718;2;606;2;0.0033003300330033004;2;184425718;0
184426208;5;29259;5;0.0001708875901432038;5;184426208;0
184443217;3;19885;3;0.00015086748805632387;3;184443217;0
184447402;6;27554;3;0.00021775422806126152;6;184447402;0
184447599;1;0;1;0.0;1;184447599;0
184449014;3;10281;1;0.0002918004085205719;3;184449014;0
184470197;4;38983;2;0.0001026088294897776;4;184470197;0
184491520;1;0;1;0.0;1;184491520;0
2886729834;5;16839;4;0.00029692974642199656;5;2886729834;0
2886730021;2;4535;2;0.0004410143329658214;2;2886730021;0
2886730580;3;11644;3;0.00025764342150463756;3;2886730580;0
2886730809;4;11451;3;0.0003493144703519343;4;2886730809;0
2886730984;5;9782;4;0.0005111429155591903;5;2886730984;0
2886732786;2;23125;2;8.648648648648648e-05;2;2886732786;0
2886732975;1;0;1;0.0;1;2886732975;0
2886733439;3;32840;3;9.135200974421438e-05;3;2886733439;0
2886733696;6;27733;4;0.0002163487541917571;6;2886733696;0
2886734086;5;26174;3;0.0001910292656835027;5;2886734086;0
2886735199;1;0;1;0.0;1;2886735199;0
2886735666;5;28917;4;0.00017290866964069578;5;2886735666;0
2886735931;2;2499;1;0.0008003201280512205;2;2886735931;0
2886736164;3;23290;3;0.00012881064834693003;3;2886736164;0
2886737560;3;17778;3;0.00016874789065136686;3;2886737560;0
2886738803;1;0;1;0.0;1;2886738803;0
2886739021;2;10412;2;0.0001920860545524395;2;2886739021;0
2886739775;1;0;1;0.0;1;2886739775;0
2886742744;7;28131;5;0.00024883580391738653;7;2886742744;0
2886743523;2;38740;2;5.162622612287042e-05;2;2886743523;0
2886744299;6;24751;3;0.00024241444790109492;6;2886744299;0
2886744669;2;14189;2;0.00014095426034251886;2;2886744669;0
2886745769;2;10949;2;0.00018266508356927573;2;2886745769;0
2886745781;2;24718;2;8.091269520187717e-05;2;2886745781;0
2886746397;4;12943;4;0.0003090473615081511;4;2886746397;0
2886751051;5;27679;3;0.00018064236424726327;5;2886751051;0
2886752085;6;33065;4;0.0001814607591108423;6;2886752085;0
2886752614;5;34797;2;0.00014369054803575022;5;2886752614;0
2886752656;3;8017;3;0.00037420481476861667;3;2886752656;0
2886753000;4;3131;2;0.0012775471095496647;4;2886753000;0
2886753582;6;20504;4;0.0002926258291065158;6;2886753582;0
2886754292;9;29240;5;0.00030779753761969904;9;2886754292;0
2886756697;3;31110;2;9.643201542912247e-05;3;2886756697;0
2886756967;5;42457;4;0.00011776621051887792;5;2886756967;0
2886757080;4;22513;3;0.0001776751210411762;4;2886757080;0
2886757805;8;27881;2;0.0002869337541695061;8;2886757805;0
2886759950;3;21065;3;0.00014241633040588654;3;2886759950;0
2886760070;3;24560;3;0.0001221498371335505;3;2886760070;0
2886760185;2;17470;2;0.00011448196908986835;2;2886760185;0
2886762546;2;13183;2;0.0001517105362967458;2;2886762546;0
2886762893;1;0;1;0.0;1;2886762893;0
2886763072;3;19185;3;0.0001563721657544957;3;2886763072;0
2886764229;3;26308;3;0.00011403375399118139;3;2886764229;0
2886764503;1;0;1;0.0;1;2886764503;0
2886765634;5;31695;2;0.00015775358889414735;5;2886765634;0
2886765775;7;36438;4;0.0001921071408968659;7;2886765775;0
2886765858;1;0;1;0.0;1;2886765858;0
2886766913;4;37900;4;0.00010554089709762533;4;2886766913;0
2886767593;4;13623;2;0.00029362108199368716;4;2886767593;0
2886768395;3;16831;2;0.00017824252866734003;3;2886768395;0
2886768459;3;11997;3;0.00025006251562890725;3;2886768459;0
2886772326;2;5105;2;0.0003917727717923604;2;2886772326;0
2886772342;5;27087;3;0.00018459039391590062;5;2886772342;0
2886773279;4;32818;2;0.00012188433176915108;4;2886773279;0
2886773391;1;0;1;0.0;1;2886773391;0
2886776301;4;24050;2;0.00016632016632016632;4;2886776301;0
2886776920;2;270;2;0.007407407407407408;2;2886776920;0
2886778321;4;25789;2;0.0001551048896816472;4;2886778321;0
2886778372;4;26416;3;0.00015142337976983646;4;2886778372;0
2886778505;3;20706;2;0.0001448855404230658;3;2886778505;0
2886779101;4;40432;4;9.893153937475267e-05;4;2886779101;0
2886779926;3;17434;3;0.00017207754961569348;3;2886779926;0
2886780463;6;31622;4;0.00018974131933464043;6;2886780463;0
2886780640;6;32397;2;0.00018520233354940273;6;2886780640;0
2886781109;1;0;1;0.0;1;2886781109;0
2886782696;6;25010;5;0.00023990403838464614;6;2886782696;0
2886783058;3;23241;3;0.0001290822253775655;3;2886783058;0
2886783656;5;35621;3;0.00014036663765756155;5;2886783656;0
2886786596;3;9697;2;0.00030937403320614623;3;2886786596;0
2886787873;3;33137;2;9.053324078824275e-05;3;2886787873;0
2886787938;3;20626;3;0.0001454474934548628;3;2886787938;0
2886788307;1;0;1;0.0;1;2886788307;0
2886790806;6;32841;3;0.00018269845619804512;6;2886790806;0
2886793154;4;24694;4;0.00016198266785453957;4;2886793154;0
2886793535;3;15660;3;0.00019157088122605365;3;2886793535;0
2886795670;3;18504;3;0.00016212710765239947;3;2886795670;0
2886796191;4;31624;4;0.00012648621300278268;4;2886796191;0
2886797519;1;0;1;0.0;1;2886797519;0
2886799343;3;3851;1;0.0007790184367696703;3;2886799343;0
2886799456;5;41797;3;0.0001196258104648659;5;2886799456;0
2886799523;2;8609;2;0.00023231501916598908;2;2886799523;0
2886799733;5;31203;3;0.00016024100246771143;5;2886799733;0
2886799822;2;7396;2;0.00027041644131963225;2;2886799822;0
